;prerequisite;advanced;Direct Edge;Path;Not in Gold;TP;TN;FP;FN;Path chain;FN Path
1886;HYPERTEXT;BROWSER;0;0;0;0;0;0;1;;0
1887;HYPERTEXT;UNIFORM RESOURCE LOCATOR;0;0;0;0;0;0;1;;0
1888;HYPERTEXT;SEARCH ENGINE;0;0;0;0;0;0;1;;0
1889;HYPERTEXT;CLIENT-SIDE;0;0;0;0;0;0;1;;0
1890;HYPERTEXT;BODY;0;0;0;0;0;0;1;;0
1891;HYPERTEXT;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
1892;HYPERTEXT;HYPERTEXT;0;0;0;0;0;0;1;;0
1893;HYPERTEXT;HYPERTEXT TRANSFER PROTOCOL;0;0;0;0;0;0;1;;0
1894;HYPERTEXT;END USER;0;0;0;0;0;0;1;;0
1895;HYPERTEXT;INSTANT MESSAGING;0;0;0;0;0;0;1;;0
1896;HYPERTEXT;SECURE SOCKET LAYER;0;0;0;0;0;0;1;;0
1897;HYPERTEXT;SERVER-SIDE;0;0;0;0;0;0;1;;0
1898;HYPERTEXT;SERVLETS;0;0;0;0;0;0;1;;0
1899;HYPERTEXT;JAVASERVER PAGE;0;0;0;0;0;0;1;;0
1900;HYPERTEXT;ACTIVE SERVER PAGE;0;0;0;0;0;0;1;;0
1901;HYPERTEXT;DENIAL OF SERVICE;0;0;0;0;0;0;1;;0
1902;HYPERTEXT;FIREWALL;0;0;0;0;0;0;1;;0
1903;HYPERTEXT;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
1904;WEBSERVERS;HYPERTEXT TRANSFER PROTOCOL;0;0;0;0;0;0;1;;0
1905;WEBSERVERS;END USER;0;0;0;0;0;0;1;;0
1906;WEBSERVERS;INSTANT MESSAGING;0;0;0;0;0;0;1;;0
1907;WEBSERVERS;SECURE SOCKET LAYER;0;0;0;0;0;0;1;;0
1908;BROWSER;SECURE SOCKET LAYER;0;0;0;0;0;0;1;;0
1909;BROWSER;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
1910;BROWSER;PHP;0;0;0;0;0;0;1;;0
1911;BROWSER;JAVASERVER PAGE;0;0;0;0;0;0;1;;0
1912;BROWSER;ACTIVE SERVER PAGE;0;0;0;0;0;0;1;;0
1913;BROWSER;DENIAL OF SERVICE;0;0;0;0;0;0;1;;0
1914;BROWSER;FIREWALL;0;0;0;0;0;0;1;;0
1915;BROWSER;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
1916;BROWSER;BROWSER;0;0;0;0;0;0;1;;0
1917;TAG;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
1918;TAG;BODY;0;0;0;0;0;0;1;;0
1919;TAG;TAG;0;0;0;0;0;0;1;;0
1920;EXTENSIBLE MARKUP LANGUAGE;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
1921;EXTENSIBLE MARKUP LANGUAGE;CLIENT-SIDE;0;0;0;0;0;0;1;;0
1922;EXTENSIBLE MARKUP LANGUAGE;TAG;0;0;0;0;0;0;1;;0
1923;EXTENSIBLE MARKUP LANGUAGE;HEAD;0;0;0;0;0;0;1;;0
1924;EXTENSIBLE MARKUP LANGUAGE;BODY;0;0;0;0;0;0;1;;0
1925;EXTENSIBLE MARKUP LANGUAGE;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
1926;TRANSPORT LAYER;APPLICATION LAYER;0;0;0;0;0;0;1;;0
1927;TRANSPORT LAYER;NETWORK LAYER;0;0;0;0;0;0;1;;0
1928;TRANSPORT LAYER;LINK LAYER;0;0;0;0;0;0;1;;0
1929;TRANSPORT LAYER;INTERNET PROTOCOL;0;0;0;0;0;0;1;;0
1930;TRANSPORT LAYER;INTERNET PROTOCOL ADDRESS;0;0;0;0;0;0;1;;0
1931;TRANSPORT LAYER;BIT PATTERN;0;0;0;0;0;0;1;;0
1932;TRANSPORT LAYER;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
1933;TRANSPORT LAYER;NAME SERVER;0;0;0;0;0;0;1;;0
1934;TRANSPORT LAYER;DOMAIN NAME SYSTEM;0;0;0;0;0;0;1;;0
1935;TRANSPORT LAYER;TRANSPORT LAYER;0;0;0;0;0;0;1;;0
1936;TRANSPORT LAYER;DOMAIN;0;0;0;0;0;0;1;;0
1937;TRANSPORT LAYER;SUBDOMAINS;0;0;0;0;0;0;1;;0
1938;TRANSPORT LAYER;MNEMONIC DOMAIN NAME;0;0;0;0;0;0;1;;0
1939;TRANSPORT LAYER;TOP-LEVEL DOMAINS;0;0;0;0;0;0;1;;0
1940;TRANSPORT LAYER;DOMAIN NAME;0;0;0;0;0;0;1;;0
1941;TRANSPORT LAYER;REGISTERED DOMAIN;0;0;0;0;0;0;1;;0
1942;TRANSPORT LAYER;INTERNET PROTOCOL NETWORK;0;0;0;0;0;0;1;;0
1943;TRANSPORT LAYER;HOP COUNT;0;0;0;0;0;0;1;;0
1944;TRANSPORT LAYER;4G;0;0;0;0;0;0;1;;0
1945;SPYWARE;ANTIVIRUS SOFTWARE;0;0;0;0;0;0;1;;0
1946;DENIAL OF SERVICE;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
1947;SERVER-SIDE;PHP;0;0;0;0;0;0;1;;0
1948;OPEN NETWORK;PROTOCOL;0;0;0;0;0;0;1;;0
1949;OPEN NETWORK;PHONE NETWORK;0;0;0;0;0;0;1;;0
1950;OPEN NETWORK;4G;0;0;0;0;0;0;1;;0
1951;OPEN NETWORK;1G;0;0;0;0;0;0;1;;0
1952;OPEN NETWORK;SECOND GENERATION;0;0;0;0;0;0;1;;0
1953;OPEN NETWORK;3G;0;0;0;0;0;0;1;;0
1954;OPEN NETWORK;SECURE SHELL;0;0;0;0;0;0;1;;0
1955;OPEN NETWORK;APPLICATION LAYER;0;0;0;0;0;0;1;;0
1956;OPEN NETWORK;NETWORK LAYER;0;0;0;0;0;0;1;;0
1957;OPEN NETWORK;LINK LAYER;0;0;0;0;0;0;1;;0
1958;OPEN NETWORK;INTERNET PROTOCOL;0;0;0;0;0;0;1;;0
1959;OPEN NETWORK;INTERNET PROTOCOL ADDRESS;0;0;0;0;0;0;1;;0
1960;OPEN NETWORK;BIT PATTERN;0;0;0;0;0;0;1;;0
1961;OPEN NETWORK;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
1962;OPEN NETWORK;NAME SERVER;0;0;0;0;0;0;1;;0
1963;OPEN NETWORK;DOMAIN NAME SYSTEM;0;0;0;0;0;0;1;;0
1964;OPEN NETWORK;USER DATAGRAM PROTOCOL;0;0;0;0;0;0;1;;0
1965;OPEN NETWORK;PORT NUMBER;0;0;0;0;0;0;1;;0
1966;OPEN NETWORK;TRANSPORT LAYER;0;0;0;0;0;0;1;;0
1967;OPEN NETWORK;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;0;0;1;;0
1968;OPEN NETWORK;FORWARDING TABLE;0;0;0;0;0;0;1;;0
1969;OPEN NETWORK;DOMAIN;0;0;0;0;0;0;1;;0
1970;OPEN NETWORK;SUBDOMAINS;0;0;0;0;0;0;1;;0
1971;OPEN NETWORK;MNEMONIC DOMAIN NAME;0;0;0;0;0;0;1;;0
1972;OPEN NETWORK;TOP-LEVEL DOMAINS;0;0;0;0;0;0;1;;0
1973;OPEN NETWORK;DOMAIN NAME;0;0;0;0;0;0;1;;0
1974;OPEN NETWORK;REGISTERED DOMAIN;0;0;0;0;0;0;1;;0
1975;OPEN NETWORK;INTERNET PROTOCOL NETWORK;0;0;0;0;0;0;1;;0
1976;OPEN NETWORK;HOP COUNT;0;0;0;0;0;0;1;;0
1977;OPEN NETWORK;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;0;0;0;0;0;0;1;;0
1978;OPEN NETWORK;HYPERTEXT TRANSFER PROTOCOL;0;0;0;0;0;0;1;;0
1979;OPEN NETWORK;END USER;0;0;0;0;0;0;1;;0
1980;OPEN NETWORK;INSTANT MESSAGING;0;0;0;0;0;0;1;;0
1981;OPEN NETWORK;SECURE SOCKET LAYER;0;0;0;0;0;0;1;;0
1982;OPEN NETWORK;COLLISION AVOIDANCE;0;0;0;0;0;0;1;;0
1983;OPEN NETWORK;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;0;0;0;0;0;0;1;;0
1984;OPEN NETWORK;SIMPLE MAIL TRANSFER PROTOCOL;0;0;0;0;0;0;1;;0
1985;OPEN NETWORK;REMOTE MAIL SERVER;0;0;0;0;0;0;1;;0
1986;OPEN NETWORK;MAIL SERVER;0;0;0;0;0;0;1;;0
1987;OPEN NETWORK;POST OFFICE PROTOCOL VERSION 3;0;0;0;0;0;0;1;;0
1988;OPEN NETWORK;INTERNET MAIL ACCESS PROTOCOL;0;0;0;0;0;0;1;;0
1989;OPEN NETWORK;SERVER-SIDE;0;0;0;0;0;0;1;;0
1990;OPEN NETWORK;SERVLETS;0;0;0;0;0;0;1;;0
1991;OPEN NETWORK;PHP;0;0;0;0;0;0;1;;0
1992;OPEN NETWORK;VOICE OVER INTERNET PROTOCOL;0;0;0;0;0;0;1;;0
1993;OPEN NETWORK;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;0;0;0;0;0;0;1;;0
1994;OPEN NETWORK;NETWORK NEWS TRANSFER PROTOCOL;0;0;0;0;0;0;1;;0
1995;OPEN NETWORK;FILE TRANSFER PROTOCOL;0;0;0;0;0;0;1;;0
1996;OPEN NETWORK;WORLD WIDE WEB;0;0;0;0;0;0;1;;0
1997;OPEN NETWORK;HYPERTEXT;0;0;0;0;0;0;1;;0
1998;OPEN NETWORK;HYPERTEXT DOCUMENT;0;0;0;0;0;0;1;;0
1999;OPEN NETWORK;UNIFORM RESOURCE LOCATOR;0;0;0;0;0;0;1;;0
2000;OPEN NETWORK;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2001;OPEN NETWORK;SEARCH ENGINE;0;0;0;0;0;0;1;;0
2002;OPEN NETWORK;CLIENT-SIDE;0;0;0;0;0;0;1;;0
2003;OPEN NETWORK;TAG;0;0;0;0;0;0;1;;0
2004;OPEN NETWORK;HEAD;0;0;0;0;0;0;1;;0
2005;OPEN NETWORK;BODY;0;0;0;0;0;0;1;;0
2006;OPEN NETWORK;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2007;OPEN NETWORK;WEBSERVER;0;0;0;0;0;0;1;;0
2008;OPEN NETWORK;JAVASERVER PAGE;0;0;0;0;0;0;1;;0
2009;OPEN NETWORK;ACTIVE SERVER PAGE;0;0;0;0;0;0;1;;0
2010;OPEN NETWORK;DENIAL OF SERVICE;0;0;0;0;0;0;1;;0
2011;OPEN NETWORK;FIREWALL;0;0;0;0;0;0;1;;0
2012;OPEN NETWORK;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2013;OPEN NETWORK;WEBSERVERS;0;0;0;0;0;0;1;;0
2014;OPEN NETWORK;BROWSER;0;0;0;0;0;0;1;;0
2015;OPEN NETWORK;TRADITIONAL TELEPHONE;0;0;0;0;0;0;1;;0
2016;OPEN NETWORK;TIER-1 INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2017;OPEN NETWORK;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2018;OPEN NETWORK;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2019;OPEN NETWORK;INTRANET;0;0;0;0;0;0;1;;0
2020;OPEN NETWORK;GATEWAY;0;0;0;0;0;0;1;;0
2021;OPEN NETWORK;INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2022;OPEN NETWORK;ACCESS INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2023;OPEN NETWORK;END SYSTEM;0;0;0;0;0;0;1;;0
2024;OPEN NETWORK;CONTENT DELIVERY NETWORK;0;0;0;0;0;0;1;;0
2025;OPEN NETWORK;INTERNET INFRASTRUCTURE;0;0;0;0;0;0;1;;0
2026;OPEN NETWORK;CERTIFICATE AUTHORITY;0;0;0;0;0;0;1;;0
2027;OPEN NETWORK;CERTIFICATE;0;0;0;0;0;0;1;;0
2028;OPEN NETWORK;INTERNET2;0;0;0;0;0;0;1;;0
2029;OPEN NETWORK;EMAIL;0;0;0;0;0;0;1;;0
2030;OPEN NETWORK;TROJAN HORSE;0;0;0;0;0;0;1;;0
2031;OPEN NETWORK;PHISHING;0;0;0;0;0;0;1;;0
2032;OPEN NETWORK;ROUTER;0;0;0;0;0;0;1;;0
2033;OPEN NETWORK;ADDRESSING SYSTEM;0;0;0;0;0;0;1;;0
2034;OPEN NETWORK;MNEMONIC ADDRESS;0;0;0;0;0;0;1;;0
2035;OPEN NETWORK;INTERNET SOFTWARE;0;0;0;0;0;0;1;;0
2036;OPEN NETWORK;ENCRYPTION;0;0;0;0;0;0;1;;0
2037;OPEN NETWORK;PRIVATE-KEY;0;0;0;0;0;0;1;;0
2038;OPEN NETWORK;PUBLIC-KEY ENCRYPTION;0;0;0;0;0;0;1;;0
2039;OPEN NETWORK;PUBLIC-KEY;0;0;0;0;0;0;1;;0
2040;WIRELESS NETWORK;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;0;0;0;0;0;0;1;;0
2041;WIRELESS NETWORK;HOT SPOT;0;0;0;0;0;0;1;;0
2042;WIRELESS NETWORK;GATEWAY;0;0;0;0;0;0;1;;0
2043;WIRELESS NETWORK;FIREWALL;0;0;0;0;0;0;1;;0
2044;WIRELESS NETWORK;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2045;WIRELESS NETWORK;LINK LAYER;0;0;0;0;0;0;1;;0
2046;ACCESS POINT;FIREWALL;0;0;0;0;0;0;1;;0
2047;ACCESS POINT;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2048;BUS;ADDRESSING SYSTEM;0;0;0;0;0;0;1;;0
2049;BUS;INTERNET PROTOCOL ADDRESS;0;0;0;0;0;0;1;;0
2050;BUS;BIT PATTERN;0;0;0;0;0;0;1;;0
2051;BUS;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
2052;BUS;NAME SERVER;0;0;0;0;0;0;1;;0
2053;BUS;DOMAIN NAME SYSTEM;0;0;0;0;0;0;1;;0
2054;BUS;USER DATAGRAM PROTOCOL;0;0;0;0;0;0;1;;0
2055;BUS;APPLICATION LAYER;0;0;0;0;0;0;1;;0
2056;BUS;NETWORK LAYER;0;0;0;0;0;0;1;;0
2057;BUS;LINK LAYER;0;0;0;0;0;0;1;;0
2058;BUS;INTERNET PROTOCOL;0;0;0;0;0;0;1;;0
2059;BUS;INTERNET PROTOCOL NETWORK;0;0;0;0;0;0;1;;0
2060;BUS;HOP COUNT;0;0;0;0;0;0;1;;0
2061;BUS;4G;0;0;0;0;0;0;1;;0
2062;BUS;PORT NUMBER;0;0;0;0;0;0;1;;0
2063;BUS;TRANSPORT LAYER;0;0;0;0;0;0;1;;0
2064;BUS;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;0;0;1;;0
2065;BUS;FORWARDING TABLE;0;0;0;0;0;0;1;;0
2066;BUS;DOMAIN;0;0;0;0;0;0;1;;0
2067;BUS;SUBDOMAINS;0;0;0;0;0;0;1;;0
2068;BUS;MNEMONIC DOMAIN NAME;0;0;0;0;0;0;1;;0
2069;BUS;TOP-LEVEL DOMAINS;0;0;0;0;0;0;1;;0
2070;BUS;DOMAIN NAME;0;0;0;0;0;0;1;;0
2071;BUS;REGISTERED DOMAIN;0;0;0;0;0;0;1;;0
2072;BUS;MNEMONIC ADDRESS;0;0;0;0;0;0;1;;0
2073;BUS;UNIFORM RESOURCE LOCATOR;0;0;0;0;0;0;1;;0
2074;BUS;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2075;BUS;SEARCH ENGINE;0;0;0;0;0;0;1;;0
2076;BUS;CLIENT-SIDE;0;0;0;0;0;0;1;;0
2077;BUS;TAG;0;0;0;0;0;0;1;;0
2078;BUS;HEAD;0;0;0;0;0;0;1;;0
2079;BUS;BODY;0;0;0;0;0;0;1;;0
2080;BUS;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2081;BUS;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2082;BUS;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2083;BUS;GATEWAY;0;0;0;0;0;0;1;;0
2084;BUS;FIREWALL;0;0;0;0;0;0;1;;0
2085;BUS;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2086;SWITCH;ROUTER;0;0;0;0;0;0;1;;0
2087;SWITCH;ADDRESSING SYSTEM;0;0;0;0;0;0;1;;0
2088;SWITCH;INTERNET PROTOCOL ADDRESS;0;0;0;0;0;0;1;;0
2089;SWITCH;BIT PATTERN;0;0;0;0;0;0;1;;0
2090;SWITCH;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
2091;SWITCH;NAME SERVER;0;0;0;0;0;0;1;;0
2092;SWITCH;DOMAIN NAME SYSTEM;0;0;0;0;0;0;1;;0
2093;SWITCH;USER DATAGRAM PROTOCOL;0;0;0;0;0;0;1;;0
2094;SWITCH;APPLICATION LAYER;0;0;0;0;0;0;1;;0
2095;SWITCH;NETWORK LAYER;0;0;0;0;0;0;1;;0
2096;SWITCH;LINK LAYER;0;0;0;0;0;0;1;;0
2097;SWITCH;INTERNET PROTOCOL;0;0;0;0;0;0;1;;0
2098;SWITCH;INTERNET PROTOCOL NETWORK;0;0;0;0;0;0;1;;0
2099;SWITCH;HOP COUNT;0;0;0;0;0;0;1;;0
2100;SWITCH;4G;0;0;0;0;0;0;1;;0
2101;SWITCH;PORT NUMBER;0;0;0;0;0;0;1;;0
2102;SWITCH;TRANSPORT LAYER;0;0;0;0;0;0;1;;0
2103;SWITCH;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;0;0;1;;0
2104;SWITCH;FORWARDING TABLE;0;0;0;0;0;0;1;;0
2105;SWITCH;DOMAIN;0;0;0;0;0;0;1;;0
2106;SWITCH;SUBDOMAINS;0;0;0;0;0;0;1;;0
2107;SWITCH;MNEMONIC DOMAIN NAME;0;0;0;0;0;0;1;;0
2108;SWITCH;TOP-LEVEL DOMAINS;0;0;0;0;0;0;1;;0
2109;SWITCH;DOMAIN NAME;0;0;0;0;0;0;1;;0
2110;SWITCH;REGISTERED DOMAIN;0;0;0;0;0;0;1;;0
2111;SWITCH;MNEMONIC ADDRESS;0;0;0;0;0;0;1;;0
2112;SWITCH;UNIFORM RESOURCE LOCATOR;0;0;0;0;0;0;1;;0
2113;SWITCH;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2114;SWITCH;SEARCH ENGINE;0;0;0;0;0;0;1;;0
2115;SWITCH;CLIENT-SIDE;0;0;0;0;0;0;1;;0
2116;SWITCH;TAG;0;0;0;0;0;0;1;;0
2117;SWITCH;HEAD;0;0;0;0;0;0;1;;0
2118;SWITCH;BODY;0;0;0;0;0;0;1;;0
2119;SWITCH;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2120;SWITCH;TIER-2 INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2121;SWITCH;TIER-3 INTERNET SERVICE PROVIDER;0;0;0;0;0;0;1;;0
2122;SWITCH;GATEWAY;0;0;0;0;0;0;1;;0
2123;SWITCH;FIREWALL;0;0;0;0;0;0;1;;0
2124;SWITCH;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2125;ROUTER;ADDRESSING SYSTEM;0;0;0;0;0;0;1;;0
2126;ROUTER;INTERNET PROTOCOL ADDRESS;0;0;0;0;0;0;1;;0
2127;ROUTER;BIT PATTERN;0;0;0;0;0;0;1;;0
2128;ROUTER;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
2129;ROUTER;NAME SERVER;0;0;0;0;0;0;1;;0
2130;ROUTER;DOMAIN NAME SYSTEM;0;0;0;0;0;0;1;;0
2131;ROUTER;4G;0;0;0;0;0;0;1;;0
2132;ROUTER;PORT NUMBER;0;0;0;0;0;0;1;;0
2133;ROUTER;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;0;0;1;;0
2134;ROUTER;DOMAIN;0;0;0;0;0;0;1;;0
2135;ROUTER;SUBDOMAINS;0;0;0;0;0;0;1;;0
2136;ROUTER;MNEMONIC DOMAIN NAME;0;0;0;0;0;0;1;;0
2137;ROUTER;TOP-LEVEL DOMAINS;0;0;0;0;0;0;1;;0
2138;ROUTER;DOMAIN NAME;0;0;0;0;0;0;1;;0
2139;ROUTER;REGISTERED DOMAIN;0;0;0;0;0;0;1;;0
2140;ROUTER;MNEMONIC ADDRESS;0;0;0;0;0;0;1;;0
2141;ROUTER;UNIFORM RESOURCE LOCATOR;0;0;0;0;0;0;1;;0
2142;ROUTER;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2143;ROUTER;SEARCH ENGINE;0;0;0;0;0;0;1;;0
2144;ROUTER;CLIENT-SIDE;0;0;0;0;0;0;1;;0
2145;ROUTER;TAG;0;0;0;0;0;0;1;;0
2146;ROUTER;HEAD;0;0;0;0;0;0;1;;0
2147;ROUTER;BODY;0;0;0;0;0;0;1;;0
2148;ROUTER;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2149;ROUTER;FIREWALL;0;0;0;0;0;0;1;;0
2150;ROUTER;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2151;ADDRESSING SYSTEM;MNEMONIC ADDRESS;0;0;0;0;0;0;1;;0
2152;ADDRESSING SYSTEM;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
2153;ADDRESSING SYSTEM;NAME SERVER;0;0;0;0;0;0;1;;0
2154;ADDRESSING SYSTEM;DOMAIN NAME SYSTEM;0;0;0;0;0;0;1;;0
2155;ADDRESSING SYSTEM;USER DATAGRAM PROTOCOL;0;0;0;0;0;0;1;;0
2156;ADDRESSING SYSTEM;APPLICATION LAYER;0;0;0;0;0;0;1;;0
2157;ADDRESSING SYSTEM;NETWORK LAYER;0;0;0;0;0;0;1;;0
2158;ADDRESSING SYSTEM;LINK LAYER;0;0;0;0;0;0;1;;0
2159;ADDRESSING SYSTEM;INTERNET PROTOCOL NETWORK;0;0;0;0;0;0;1;;0
2160;ADDRESSING SYSTEM;HOP COUNT;0;0;0;0;0;0;1;;0
2161;ADDRESSING SYSTEM;4G;0;0;0;0;0;0;1;;0
2162;ADDRESSING SYSTEM;PORT NUMBER;0;0;0;0;0;0;1;;0
2163;ADDRESSING SYSTEM;TRANSPORT LAYER;0;0;0;0;0;0;1;;0
2164;ADDRESSING SYSTEM;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;0;0;1;;0
2165;ADDRESSING SYSTEM;FORWARDING TABLE;0;0;0;0;0;0;1;;0
2166;ADDRESSING SYSTEM;SUBDOMAINS;0;0;0;0;0;0;1;;0
2167;ADDRESSING SYSTEM;TOP-LEVEL DOMAINS;0;0;0;0;0;0;1;;0
2168;ADDRESSING SYSTEM;REGISTERED DOMAIN;0;0;0;0;0;0;1;;0
2169;ADDRESSING SYSTEM;UNIFORM RESOURCE LOCATOR;0;0;0;0;0;0;1;;0
2170;ADDRESSING SYSTEM;HYPERTEXT MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2171;ADDRESSING SYSTEM;SEARCH ENGINE;0;0;0;0;0;0;1;;0
2172;ADDRESSING SYSTEM;CLIENT-SIDE;0;0;0;0;0;0;1;;0
2173;ADDRESSING SYSTEM;TAG;0;0;0;0;0;0;1;;0
2174;ADDRESSING SYSTEM;HEAD;0;0;0;0;0;0;1;;0
2175;ADDRESSING SYSTEM;BODY;0;0;0;0;0;0;1;;0
2176;ADDRESSING SYSTEM;EXTENSIBLE MARKUP LANGUAGE;0;0;0;0;0;0;1;;0
2177;GATEWAY;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2178;DISTRIBUTED SYSTEM;CLUSTER COMPUTE;0;0;0;0;0;0;1;;0
2179;DISTRIBUTED SYSTEM;GRID COMPUTE;0;0;0;0;0;0;1;;0
2180;DISTRIBUTED SYSTEM;CLOUD COMPUTING;0;0;0;0;0;0;1;;0
2181;INTERNET SERVICE PROVIDER;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
2182;INTERNET SERVICE PROVIDER;USER DATAGRAM PROTOCOL;0;0;0;0;0;0;1;;0
2183;INTERNET SERVICE PROVIDER;APPLICATION LAYER;0;0;0;0;0;0;1;;0
2184;INTERNET SERVICE PROVIDER;NETWORK LAYER;0;0;0;0;0;0;1;;0
2185;INTERNET SERVICE PROVIDER;LINK LAYER;0;0;0;0;0;0;1;;0
2186;INTERNET SERVICE PROVIDER;INTERNET PROTOCOL NETWORK;0;0;0;0;0;0;1;;0
2187;INTERNET SERVICE PROVIDER;HOP COUNT;0;0;0;0;0;0;1;;0
2188;INTERNET SERVICE PROVIDER;4G;0;0;0;0;0;0;1;;0
2189;INTERNET SERVICE PROVIDER;PORT NUMBER;0;0;0;0;0;0;1;;0
2190;INTERNET SERVICE PROVIDER;TRANSPORT LAYER;0;0;0;0;0;0;1;;0
2191;INTERNET SERVICE PROVIDER;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;0;0;1;;0
2192;INTERNET SERVICE PROVIDER;FORWARDING TABLE;0;0;0;0;0;0;1;;0
2193;INTERNET SERVICE PROVIDER;FIREWALL;0;0;0;0;0;0;1;;0
2194;INTERNET SERVICE PROVIDER;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2195;INTERNET SERVICE PROVIDER;CONTENT DELIVERY NETWORK;0;0;0;0;0;0;1;;0
2196;ACCESS INTERNET SERVICE PROVIDER;REGISTERED DOMAIN;0;0;0;0;0;0;1;;0
2197;ACCESS INTERNET SERVICE PROVIDER;CONTENT DELIVERY NETWORK;0;0;0;0;0;0;1;;0
2198;ACCESS INTERNET SERVICE PROVIDER;FIREWALL;0;0;0;0;0;0;1;;0
2199;ACCESS INTERNET SERVICE PROVIDER;AUDITING SOFTWARE;0;0;0;0;0;0;1;;0
2200;EMAIL;PORT NUMBER;0;0;0;0;0;0;1;;0
2201;EMAIL;SERVER-SIDE;0;0;0;0;0;0;1;;0
2202;EMAIL;SERVLETS;0;0;0;0;0;0;1;;0
2203;EMAIL;PHP;0;0;0;0;0;0;1;;0
2204;EMAIL;TRANSMISSION CONTROL PROTOCOL;0;0;0;0;0;0;1;;0
2205;EMAIL;FORWARDING TABLE;0;0;0;0;0;0;1;;0
2206;EMAIL;NETWORK LAYER;0;0;0;0;0;0;1;;0
2207;EMAIL;LINK LAYER;0;0;0;0;0;0;1;;0
2208;EMAIL;INTERNET PROTOCOL;0;0;0;0;0;0;1;;0
2209;EMAIL;INTERNET PROTOCOL ADDRESS;0;0;0;0;0;0;1;;0
2210;EMAIL;BIT PATTERN;0;0;0;0;0;0;1;;0
2211;EMAIL;DIGITAL SIGNATURE;0;0;0;0;0;0;1;;0
2212;EMAIL;NAME SERVER;0;0;0;0;0;0;1;;0
2213;EMAIL;DOMAIN NAME SYSTEM;0;0;0;0;0;0;1;;0
2214;EMAIL;USER DATAGRAM PROTOCOL;0;0;0;0;0;0;1;;0
2215;EMAIL;APPLICATION LAYER;0;0;0;0;0;0;1;;0
2216;EMAIL;TRANSPORT LAYER;0;0;0;0;0;0;1;;0
2217;EMAIL;DOMAIN;0;0;0;0;0;0;1;;0
2218;EMAIL;SUBDOMAINS;0;0;0;0;0;0;1;;0
2219;EMAIL;MNEMONIC DOMAIN NAME;0;0;0;0;0;0;1;;0
